date,A,B,C,D
14-Feb-11,0,,14,0
15-Feb-11,2.2,1.5,4,0.5
16-Feb-11,3.8,3.9,5.5,1.4
17-Feb-11,8.7,1.9,43.2,1.5
18-Feb-11,1.4,2.2,25,3.6
19-Feb-11,15.1,9.5,6.7,1.2
20-Feb-11,7.9,12.6,39.8,11.6
21-Feb-11,4,9.1,11.8,4.6
22-Feb-11,10,9.3,31.5,1.4
23-Feb-11,14.3,3.7,19,17.1
24-Feb-11,4.9,0.3,6.4,2.2
25-Feb-11,1.3,0.2,0,0
26-Feb-11,18.8,16.7,4.1,33.6
27-Feb-11,4.1,6.2,3.2,0.6
28-Feb-11,0,9.2,9.9,12.7
1-Mar-11,2.2,1.8,2.2,2
2-Mar-11,0,0.6,8.7,2.1
3-Mar-11,12.6,3.1,22.3,2
4-Mar-11,16.8,0.4,8.2,0
5-Mar-11,,18.9,33.5,2.6
6-Mar-11,4.4,5.7,3.2,3
7-Mar-11,2.6,,5.9,1.4
8-Mar-11,0,0.1,6.7,0
9-Mar-11,10.8,18,15,24.8
10-Mar-11,11.4,3,2.8,5.8
11-Mar-11,16.4,0.7,4.4,0.3
12-Mar-11,4.4,2.3,27.3,0.7
13-Mar-11,0,,22,0.2
14-Mar-11,1.8,1.3,17.3,0.6
15-Mar-11,0,3.4,5.7,0.7
16-Mar-11,5.6,0.7,16.9,0.4
17-Mar-11,9.6,0,17.1,0.3
18-Mar-11,12.6,0,0.8,1.3
19-Mar-11,13.4,0,23.8,0
20-Mar-11,,0.1,25.7,0
21-Mar-11,23.6,3.8,19.2,1.6
22-Mar-11,4.2,2.5,11.6,0.7
23-Mar-11,0,,9.1,1.2
24-Mar-11,4.8,0,24.8,0
25-Mar-11,8.2,3.4,6.9,2.2
26-Mar-11,6.6,2.1,17.4,5.1
27-Mar-11,8.1,1,3.7,17.4
28-Mar-11,3.2,1.9,29,9.3
29-Mar-11,22.4,4.5,10,20
30-Mar-11,,,23.1,0.4
31-Mar-11,1.6,2.1,9.9,3.1
1-Apr-11,8.5,1.9,13.1,7.8
2-Apr-11,13.2,11.6,10.7,6.4
3-Apr-11,5.6,8.6,0,0.8
4-Apr-11,0,0.1,4.3,0
5-Apr-11,3.8,9.6,42.3,6.4
6-Apr-11,0,0.8,3.6,1
7-Apr-11,5.3,2.1,13.4,0.6
8-Apr-11,1.6,0.3,22,1.3
9-Apr-11,0,,2.7,0.3
10-Apr-11,0,0,1.5,0
11-Apr-11,4.8,0,10.6,1.3
12-Apr-11,0,0,0.6,0
13-Apr-11,0,0,0.2,0
14-Apr-11,,,11.4,0.3
15-Apr-11,5.5,0.1,3.6,0
16-Apr-11,2.9,2.5,12.2,1.2
17-Apr-11,0,4.8,16.8,1.8
18-Apr-11,7.4,,4.5,0
19-Apr-11,0,0,6.3,0
20-Apr-11,0,0,0.4,0.6
21-Apr-11,0,0,21.2,0
22-Apr-11,0,0,0.9,0.5
23-Apr-11,0,0,3.4,0
24-Apr-11,0,0,13.4,0
25-Apr-11,0,0,15.4,0
26-Apr-11,0,0,15.8,0
27-Apr-11,0,0,0.6,0
28-Apr-11,3.6,0,0,2.1
29-Apr-11,0,0,1.5,0
30-Apr-11,0,2.3,0,0.5
1-May-11,0,,22.5,0
2-May-11,0,0,0.6,0
3-May-11,0,0,1,0
4-May-11,0,0,0,0
5-May-11,0,0,0,0
6-May-11,0,0,0,0
7-May-11,0,0,0,0
8-May-11,,0,2,0
9-May-11,3.2,6,3.6,0
10-May-11,,0.2,0.3,0
11-May-11,0,0,0,5.3
12-May-11,0,0,1.4,0
13-May-11,0,0,0,0
14-May-11,0,,0,0
15-May-11,0,0,8.6,0
16-May-11,0,0,0.5,0
17-May-11,0,0,0,0
18-May-11,0,0,0,0
19-May-11,0,0,0,0
20-May-11,0,0,0,0
21-May-11,0,0,0.4,0
22-May-11,0,5.9,6.5,1.5
23-May-11,0,0.5,0,0
24-May-11,0,0,0,0
25-May-11,0,0,0,0
26-May-11,0,0,0,0
27-May-11,0,0,7.5,0
28-May-11,0,0,0.9,0
29-May-11,0,0,0,0
30-May-11,0,0,0,0
31-May-11,0,0,0,0
1-Jun-11,0,0,0,0
2-Jun-11,0,0,0,0
3-Jun-11,0,0,0,0
4-Jun-11,0,0,0,0
5-Jun-11,0,0,0,0
6-Jun-11,0,0,0.1,0
7-Jun-11,0,0,0,0
8-Jun-11,0,0,0,0
9-Jun-11,0,0,0,0
10-Jun-11,0,0,0,0
11-Jun-11,0,0,0,0
12-Jun-11,0,0,0,0
13-Jun-11,0,0,0,0
14-Jun-11,0,0,0,0
15-Jun-11,0,0,0,0
16-Jun-11,0,0,0,0
17-Jun-11,0,0,0.4,0
18-Jun-11,0,0,0,0
19-Jun-11,0,0,10.8,0
20-Jun-11,0,0,0,0
21-Jun-11,0,0,0.2,0
22-Jun-11,0,0,0,0
23-Jun-11,0,0,0,0
24-Jun-11,0,0,1.5,0
25-Jun-11,0,0,0,0
26-Jun-11,0,0,0,0
27-Jun-11,0,0,1.7,0
28-Jun-11,,0,0.2,0
29-Jun-11,0,2.6,13.6,1
30-Jun-11,3.5,15.3,39.8,6
1-Jul-11,3.4,13,17.4,4.9
2-Jul-11,2.8,2.5,11.5,2
3-Jul-11,1.1,0.2,2.8,1
4-Jul-11,0,,0.3,0
5-Jul-11,0,0,0,0
6-Jul-11,0,0,0,0
7-Jul-11,0,0,0,0
8-Jul-11,0,0,0,0
9-Jul-11,0,0,0,0
10-Jul-11,0,0,1,0
11-Jul-11,0,0,0,0
12-Jul-11,0,0,0.5,0
13-Jul-11,0,0,0,0
14-Jul-11,0,0,0,0
15-Jul-11,0,0,0,0
16-Jul-11,0,0,0,0
17-Jul-11,0,0,16.3,0
18-Jul-11,0,0,10,0
19-Jul-11,1,0,22.6,0.7
20-Jul-11,0,0,0.2,0
21-Jul-11,0,0,0.1,0
22-Jul-11,0,0,0.8,0
23-Jul-11,0,0,0,0
24-Jul-11,0,0,0,0
25-Jul-11,0,0,0,0
26-Jul-11,0,0,0,0
27-Jul-11,0,0,0,0
28-Jul-11,0,0,0,0
29-Jul-11,0,0,0,0
30-Jul-11,0,0,0,0
31-Jul-11,0,0,0,0
1-Aug-11,0,0,0,0
2-Aug-11,0,0,0,0
3-Aug-11,0,0.8,23.2,0
4-Aug-11,,2.5,3.1,0.4
5-Aug-11,0,0,0,0
6-Aug-11,0,0,0,0
7-Aug-11,0,0,0,0
8-Aug-11,0,0,0,0
9-Aug-11,0,0,1,0
10-Aug-11,0,0,0.7,0
11-Aug-11,0,0,0,0
12-Aug-11,0,0,0,0
13-Aug-11,0,0,0,0
14-Aug-11,0,0,0.8,0
15-Aug-11,0,0,1.6,0
16-Aug-11,0,0,0.6,0
17-Aug-11,0,0,0,0
18-Aug-11,0,0,0,0
19-Aug-11,0,0,0,0
20-Aug-11,0,0,0,0.2
21-Aug-11,0,0,0,0
22-Aug-11,0,0,0,0
23-Aug-11,0,0,0,0
24-Aug-11,0,0,0,0
25-Aug-11,0,0,0,0
26-Aug-11,0,0,0,0
27-Aug-11,0,0,0,0
28-Aug-11,0,0,0.2,0
29-Aug-11,0,0,0,0
30-Aug-11,0,1.5,1.4,0
31-Aug-11,0,,4.3,0
1-Sep-11,0,0,0,0
2-Sep-11,0,0,0,0
3-Sep-11,0,0,0,0
4-Sep-11,0,0,0,0
5-Sep-11,0,0,0,0
6-Sep-11,0,0,0,0
7-Sep-11,0,0,0,0
8-Sep-11,0,0,0,0
9-Sep-11,0,0,0,0
10-Sep-11,0,0,2.8,0
11-Sep-11,,0,0,0
12-Sep-11,19.9,0,4.2,0
13-Sep-11,0,2.5,5,0
14-Sep-11,,0,14.5,0.4
15-Sep-11,5.5,0,0,0
16-Sep-11,1.4,0,4.3,0
17-Sep-11,0,3.3,2.8,0
18-Sep-11,,0,9.1,0
19-Sep-11,9.8,0.7,13.4,0.2
20-Sep-11,,1.1,3.3,1.5
21-Sep-11,6,2.7,3.8,6.7
22-Sep-11,,0.1,5.8,0.6
23-Sep-11,0,1,0,0
24-Sep-11,0,0,4.3,0
25-Sep-11,0,0.3,14.7,2.2
26-Sep-11,5.8,4.8,4.9,4.6
27-Sep-11,3.5,11.1,12,4.4
28-Sep-11,0,0.5,0.5,0
29-Sep-11,8,0,0,0
30-Sep-11,0,0.1,0.8,7.3
1-Oct-11,0,0,0.4,0
2-Oct-11,0,0,0.7,0
3-Oct-11,0,0,5.6,0
4-Oct-11,0,0,0.3,0
5-Oct-11,0,0,1.4,0
6-Oct-11,2.5,0.7,28.4,4.4
7-Oct-11,11,2.8,16.3,5
8-Oct-11,6.2,0.7,3,0.2
9-Oct-11,1.4,0.1,5.5,0
10-Oct-11,,0.3,2.4,2
11-Oct-11,0,0,5.2,0
12-Oct-11,0,0,0,0
13-Oct-11,0,0,2.2,0
14-Oct-11,0,0,0.3,0
15-Oct-11,0,0,0.7,0
16-Oct-11,0,0,0.2,2.8
17-Oct-11,0,0,0,0
18-Oct-11,0,0,3.1,0
19-Oct-11,0,0,37.1,0
20-Oct-11,0,0,4.5,0
21-Oct-11,0,0,0.4,0
22-Oct-11,0,0.8,3,0
23-Oct-11,0,0.1,0,0
24-Oct-11,0,0,0,0
25-Oct-11,0,0,1.1,0
26-Oct-11,0,0,2.1,0
27-Oct-11,0,0,0,0
28-Oct-11,0,,17.9,0
29-Oct-11,3.3,16.3,6.7,7.4
30-Oct-11,10.2,8.4,20.9,2.4
31-Oct-11,0,8.7,0.6,2
1-Nov-11,0,0,0.8,0
2-Nov-11,0,0,18.6,0
3-Nov-11,4,7.6,19.5,19.3
4-Nov-11,0,0,0,0
5-Nov-11,0,,0,1.2
6-Nov-11,0,0,0,0
7-Nov-11,0,0,1,0
8-Nov-11,0,0,0,0
9-Nov-11,0,0,0,0
10-Nov-11,5.2,0,33.6,0
11-Nov-11,,1.5,8.7,2.5
12-Nov-11,0,0,0,0
13-Nov-11,0,0,1.8,0
14-Nov-11,0,0,1,0
15-Nov-11,0,0,0.3,0
16-Nov-11,3.8,0,3,0
17-Nov-11,0,0,20,0
18-Nov-11,,1.6,19.6,0.6
19-Nov-11,2.2,3.3,48,0
20-Nov-11,1.2,0.1,1.3,10.2
21-Nov-11,8,1.3,46.8,7.5
22-Nov-11,23.8,7.3,10.6,5.5
23-Nov-11,0,0.1,0.7,0
24-Nov-11,0,4.5,0.4,0.2
25-Nov-11,0,0,1.3,0
26-Nov-11,0,0,1,0
27-Nov-11,0,0.8,3.2,0
28-Nov-11,0,0,7.4,0
29-Nov-11,0,3.8,14.6,1
30-Nov-11,0,0,0,0
1-Dec-11,2.8,4.1,1.5,0.7
2-Dec-11,0,4.1,14,0
3-Dec-11,0,0,0,0
4-Dec-11,0,4.3,0,17.2
5-Dec-11,3.6,0,13.5,0
6-Dec-11,0,0.2,0.8,0
7-Dec-11,0,0,9.4,0
8-Dec-11,0,,35.1,0
9-Dec-11,17,7.5,28.6,5.7
10-Dec-11,2.3,2.3,1.4,10.8
11-Dec-11,,1.2,1,1.9
12-Dec-11,0,6.5,8.3,11
13-Dec-11,17.4,11.2,14.1,9.7
14-Dec-11,5.4,2.3,36.8,3.3
15-Dec-11,44.6,3.7,1.8,0.3
16-Dec-11,,1.2,6.1,0.5
17-Dec-11,4.5,5.9,14.1,13.5
18-Dec-11,6.4,8.7,8.1,7.4
19-Dec-11,2,0.5,16.5,0.5
20-Dec-11,0,0.3,9.9,0
21-Dec-11,6.5,0.5,50.2,9.1
22-Dec-11,1.2,5.7,33,4.3
23-Dec-11,1.2,12.2,1.2,6.6
24-Dec-11,4.6,6.4,9.9,15.2
25-Dec-11,12.8,15.7,2,7.8
26-Dec-11,18,1,13.2,0
27-Dec-11,2,1.2,5.4,0
28-Dec-11,1.6,5.1,6.8,1.8
29-Dec-11,3,0.5,5.4,0
30-Dec-11,7.6,0.2,4.4,0.4
31-Dec-11,9.5,0,0.2,11.8
1-Jan-12,22,4.8,1.4,0.6
2-Jan-12,11.5,5.5,14.4,15
3-Jan-12,1,0.6,15.4,0
4-Jan-12,3.7,0.7,10,0.2
5-Jan-12,0,,50.6,0
6-Jan-12,14.7,6.6,29.4,0
7-Jan-12,1.4,4.6,24.1,5.2
8-Jan-12,4.6,1.5,4.3,0.2
9-Jan-12,,1.7,3.5,0
10-Jan-12,11.7,0,0.7,5.2
11-Jan-12,0,0,1,0
12-Jan-12,1.7,0,0.6,0.6
13-Jan-12,4.5,10,2.3,8.6
14-Jan-12,3.5,2.2,3,3.2
15-Jan-12,0,0.6,0.2,0
16-Jan-12,1.1,1.3,0.5,1.5
17-Jan-12,,0,1.4,0
18-Jan-12,12.2,3.5,6.5,0.6
19-Jan-12,7.6,1.8,14.8,0.5
20-Jan-12,21,1.2,33,0.7
21-Jan-12,9,3,1.5,4
22-Jan-12,0,,6.5,3.5
23-Jan-12,0,2.5,10.6,0
24-Jan-12,0,5.1,13.5,10.4
25-Jan-12,3.5,2.7,14.5,2.6
26-Jan-12,11.8,0,9.3,0
27-Jan-12,3.7,0.6,16.2,0
28-Jan-12,7.8,5.6,23.4,4.4
29-Jan-12,3.8,2.4,13.4,0
30-Jan-12,10.5,0.5,3.3,0
31-Jan-12,0,0,3.1,0
1-Feb-12,1.3,0,3.1,0
2-Feb-12,0,0.6,23.4,0
3-Feb-12,4.7,2.7,29.5,4.9
4-Feb-12,6.1,3,7.9,2
5-Feb-12,0,2.7,25.3,1.2
6-Feb-12,2.4,9,28.7,0.2
7-Feb-12,5.7,3.4,19.6,8.3
8-Feb-12,3.3,0.8,2.8,0
9-Feb-12,0,0.2,6.4,0
10-Feb-12,26,5,20.4,20.8
11-Feb-12,6.2,2.3,8.5,0.2
12-Feb-12,7.6,2.8,24.6,12.7
13-Feb-12,19.5,20.3,26.2,29.1
14-Feb-12,16.4,13,8.5,9.6
15-Feb-12,8.8,8.2,9.1,3
16-Feb-12,14.1,6.7,18.4,3.4
17-Feb-12,19.6,10.2,12.4,1.6
18-Feb-12,,5.8,25.1,2.6
19-Feb-12,20.9,0.3,8.9,4.7
20-Feb-12,11,2.5,5.1,1.7
21-Feb-12,0,0,1.9,5.2
22-Feb-12,3.4,1,10.2,6.8
23-Feb-12,33.4,5.3,9.4,17
24-Feb-12,4.4,5.6,1.5,7.8
25-Feb-12,0,,1,3
26-Feb-12,,9.1,36.3,3.6
27-Feb-12,2.9,0.2,2.5,0
28-Feb-12,0,0.5,20.5,0
29-Feb-12,2.4,3.2,10.3,7.6
1-Mar-12,2.4,0.2,21.8,1.1
2-Mar-12,8.1,6.4,25.4,3.5
3-Mar-12,0,0.1,40.5,0.5
4-Mar-12,1.9,0.4,14.7,5.8
5-Mar-12,0,0.2,3.9,7.2
6-Mar-12,14.9,7.1,35.6,3
7-Mar-12,4.9,0.9,19.3,0
8-Mar-12,7.2,7.7,20.5,1.2
9-Mar-12,0,6.6,16.2,0
10-Mar-12,4.5,9.2,10.1,3
11-Mar-12,2.1,0.1,16.8,0
12-Mar-12,1.7,3.7,13,8.8
13-Mar-12,0,,11.1,4.7
14-Mar-12,0,0.5,4.5,3.4
15-Mar-12,0,0.7,8.3,0
16-Mar-12,14.8,0,4.7,0
17-Mar-12,4.6,0.2,0,0
18-Mar-12,0,0,8.8,0
19-Mar-12,6.1,0,1.1,0
20-Mar-12,5.1,0.2,13.8,0.8
21-Mar-12,0,0,3.8,0
22-Mar-12,0,,1.3,0
23-Mar-12,0,0,0.5,1.2
24-Mar-12,0,,1.8,0
25-Mar-12,,0.8,10.7,0
26-Mar-12,7.2,0.2,2.7,2
27-Mar-12,3.1,9.9,15.5,8
28-Mar-12,12.6,1.8,0.3,0
29-Mar-12,3.8,0.5,9.1,0
30-Mar-12,0,0,4.6,0
31-Mar-12,11.2,0,49.8,0
1-Apr-12,,1.4,15.2,1.7
2-Apr-12,0,7,22.2,0.7
3-Apr-12,0,0,0.3,0
4-Apr-12,0,0.2,2.5,0
5-Apr-12,0,0,0.4,0.5
6-Apr-12,15.1,0.1,1,5.6
7-Apr-12,17.5,1.1,3,0
8-Apr-12,,0.4,18.6,3.6
9-Apr-12,0,0,1.3,0
10-Apr-12,0,0.9,19.6,0
11-Apr-12,0,0.4,12.6,0
12-Apr-12,0,0.1,41.6,0
13-Apr-12,0,3.7,14.2,5
14-Apr-12,10.3,0.9,0.5,0.8
15-Apr-12,0,,3.4,1.5
16-Apr-12,1.8,0,8.3,0
17-Apr-12,,,9.6,0.3
18-Apr-12,1.8,1,7.4,1.8
19-Apr-12,0,0,5.9,1.6
20-Apr-12,0,,2.7,0
21-Apr-12,0,0.2,2.2,0
22-Apr-12,0,,0.4,0
23-Apr-12,0,0.1,7.5,1
24-Apr-12,0,0,0.3,0
25-Apr-12,4.2,0.5,1.2,0
26-Apr-12,0,0,0,6
27-Apr-12,0,0,2.6,0
28-Apr-12,0,0,0,0
29-Apr-12,0,0,0,0
30-Apr-12,0,0,0,0
1-May-12,0,0,5.6,0
2-May-12,0,0,2.6,0
3-May-12,0,0,0.3,0
4-May-12,0,0.2,1,0
5-May-12,0,0,0.2,0
6-May-12,0,0,0,0
7-May-12,0,0,0.8,0
8-May-12,0,0,1.2,0
9-May-12,0,0,0.3,0
10-May-12,0,0,0,0
11-May-12,0,0,0,0
12-May-12,0,0,0.6,0
13-May-12,0,0,0,0
14-May-12,0,0,0,0
15-May-12,0,0,27.4,0
16-May-12,0,0,1.3,0
17-May-12,0,0,0.2,0
18-May-12,0,0,0.5,0
19-May-12,0,0,0,0
20-May-12,0,0,0.2,0
21-May-12,0,0,33.3,0.6
22-May-12,3.5,0.1,1,4.1
23-May-12,0,0,6,0
24-May-12,0,0,0,0.8
25-May-12,0,0,0,0
26-May-12,0,0,0,0
27-May-12,0,0,0,0
28-May-12,0,0,0,0
29-May-12,,0,0,0
30-May-12,,0,0,0
31-May-12,0,0,2.3,0
1-Jun-12,0,0,0.2,0
2-Jun-12,0,0,0,0
3-Jun-12,0,0,0,0
4-Jun-12,0,0,0,0
5-Jun-12,0,0,0.6,0
6-Jun-12,0,0.2,19.3,0
7-Jun-12,12.6,0.2,10.6,0
8-Jun-12,0,,2.5,0
9-Jun-12,0,0,0,0
10-Jun-12,0,0,0,0
11-Jun-12,0,0,0,0
12-Jun-12,0,0,0,0
13-Jun-12,0,0,0,0
14-Jun-12,0,0,0,0
15-Jun-12,0,0,0,0
16-Jun-12,0,0,0,0
17-Jun-12,0,0,0.1,0
18-Jun-12,0,0,0,0
19-Jun-12,0,0,0.4,0
20-Jun-12,0,0,0,0
21-Jun-12,0,0,0,0
22-Jun-12,0,0,0,0
23-Jun-12,0,0,2.2,0
24-Jun-12,0,0,0,0
25-Jun-12,0.5,0.2,7.7,0
26-Jun-12,0,0,0,0
27-Jun-12,0,0,0,0
28-Jun-12,0,0,0,0
29-Jun-12,0,0,0,0
30-Jun-12,0,0,0,0
1-Jul-12,0,0,0,0
2-Jul-12,0,0,0,0
3-Jul-12,0,0,5.8,0
4-Jul-12,0,0,2.1,0
5-Jul-12,0,1.6,4.8,0
6-Jul-12,0,0,0.7,0
7-Jul-12,0,,35.8,0
8-Jul-12,0,0.2,3.2,0
9-Jul-12,0,0,0,0
10-Jul-12,0,0,0,0
11-Jul-12,0,0,0,0
12-Jul-12,0,0,0,0
13-Jul-12,0,0,0,0
14-Jul-12,0,0,0,0
15-Jul-12,0,0,0,0
16-Jul-12,0,0,0.3,0
17-Jul-12,0,0,0.9,0
18-Jul-12,0,0,0.3,0
19-Jul-12,0,0,0,0
20-Jul-12,0,0,0,0
21-Jul-12,0,0,0,0
22-Jul-12,0,0,0,0
23-Jul-12,0,0,0,0
24-Jul-12,0,0,0,0
25-Jul-12,0,0,0,0
26-Jul-12,0,0,0,0
27-Jul-12,0,0,3.4,0
28-Jul-12,0,0,0,0
29-Jul-12,0,0,2.5,0
30-Jul-12,0,0,8.2,0.8
31-Jul-12,0,0,0,0
1-Aug-12,0,0,0,0
2-Aug-12,0,0,0,0
3-Aug-12,0,0,0,0
4-Aug-12,0,0,0,0
5-Aug-12,0,0,0,0
6-Aug-12,0,0,0,0
7-Aug-12,0,0,0,0
8-Aug-12,0,0,0,0
9-Aug-12,0,0,0,0
10-Aug-12,0,0,0,0
11-Aug-12,0,0,0,0
12-Aug-12,0,0,0,0
13-Aug-12,0,0,0.9,0
14-Aug-12,0,0,0,0
15-Aug-12,0,0,0,0
16-Aug-12,0,0.3,0,0
17-Aug-12,0,0,0,0
18-Aug-12,0,0,0,0
19-Aug-12,0,0,0.4,0
20-Aug-12,0,0,0,0
21-Aug-12,0,0,0,0
22-Aug-12,0,0,0,0
23-Aug-12,0,0,0,0
24-Aug-12,0,0,8.5,0.5
25-Aug-12,0,0,18.2,0
26-Aug-12,0,0,0.8,0
27-Aug-12,0,0,0.5,0
28-Aug-12,0,0,0,0
29-Aug-12,0,0,0,0
30-Aug-12,0,0,0,0
31-Aug-12,0,0,0,0
1-Sep-12,0,0,0,0
2-Sep-12,0,0,6,0
3-Sep-12,0,0,0.3,0
4-Sep-12,0,0,0,0
5-Sep-12,0,0,0,0
6-Sep-12,0,0,0,0
7-Sep-12,0,0,0,3.6
8-Sep-12,1.5,0.5,9.8,0
9-Sep-12,0,,11.1,0.8
10-Sep-12,0,0,0.6,0
11-Sep-12,0,0,0,0
12-Sep-12,0,0,0.5,0
13-Sep-12,0,0,2,0
14-Sep-12,0,0,0,0
15-Sep-12,0,0,0,0
16-Sep-12,0,0,24.4,0
17-Sep-12,0,0,3.5,0
18-Sep-12,0,,0,1.6
19-Sep-12,0,0,2.1,0
20-Sep-12,0,0,0,0
21-Sep-12,0,0,0.5,0
22-Sep-12,2.5,5.3,2.5,0
23-Sep-12,4.8,0,0.5,0
24-Sep-12,0,0,0,0
25-Sep-12,0,0,17,0
26-Sep-12,0,0.2,0.6,3.8
27-Sep-12,16.7,7.5,0,2.3
28-Sep-12,0,0,0,0
29-Sep-12,2.5,3.7,0.9,10.2
30-Sep-12,0,0,0,1.8
1-Oct-12,1.2,0,0,0
2-Oct-12,0,0,0.1,0
3-Oct-12,0,0,0,0
4-Oct-12,0,0,8.1,0
5-Oct-12,,0,0.4,0
6-Oct-12,,0,6.7,0
7-Oct-12,0,0,29,0
8-Oct-12,7.4,2.2,7.7,1.8
9-Oct-12,1.4,0,0,0
10-Oct-12,4.9,0,4.4,0
11-Oct-12,0,0,0.7,2.8
12-Oct-12,0,0.2,3.1,0
13-Oct-12,0,0,13.1,0
14-Oct-12,0,,21,0
15-Oct-12,0,0,2.5,0
16-Oct-12,0,0,11.3,0
17-Oct-12,0,0,3.5,0
18-Oct-12,4.2,0,0,0
19-Oct-12,0,0,0.3,0
20-Oct-12,0,0,1.1,0
21-Oct-12,6.6,2.8,0,0
22-Oct-12,0,0,0.3,0
23-Oct-12,0,1.4,17.9,0
24-Oct-12,0,0,11,0
25-Oct-12,0,0,2.7,0
26-Oct-12,0,,2.3,0
27-Oct-12,,0,18,0
28-Oct-12,0,0,4.4,0
29-Oct-12,0,0.7,4.4,0
30-Oct-12,0,0.8,1.1,0
31-Oct-12,0,0,0,4
1-Nov-12,0,0.1,3.5,0
2-Nov-12,4.9,0.7,4.6,0.2
3-Nov-12,18.8,7.6,9.1,12.6
4-Nov-12,3,0.2,1.6,1
5-Nov-12,26.6,10,2,18.2
6-Nov-12,3.5,0.3,2.5,0
7-Nov-12,3.4,0,6,0
8-Nov-12,0,0,0,6.6
9-Nov-12,0,0,0,0
10-Nov-12,0,0,0,0
11-Nov-12,0,0,0,0
12-Nov-12,0,0,1.3,0
13-Nov-12,3.7,0.9,2.9,0
14-Nov-12,5.8,6.4,1.2,0.7
15-Nov-12,0,0.3,0,0
16-Nov-12,5.6,1,29.7,0
17-Nov-12,17,16.6,4,5.8
18-Nov-12,7.9,7.1,11.7,27.2
19-Nov-12,0,2.9,16.9,20.9
20-Nov-12,5.8,7.2,2,20.2
21-Nov-12,0,0,1.3,0
22-Nov-12,0,0,0,0
23-Nov-12,0,0,0.4,0
24-Nov-12,0,0,1,0
25-Nov-12,0,0,1.3,1.4
26-Nov-12,0,0,1.3,0
27-Nov-12,1.5,0,3,0
28-Nov-12,0,0,0.3,0
29-Nov-12,0,0,0.1,0
30-Nov-12,0,5.2,0.6,12.2
1-Dec-12,2.8,0,9.1,0.2
2-Dec-12,0,6.5,19.5,0
3-Dec-12,0,13.4,18.4,5.2
4-Dec-12,0,5.2,27.6,7.3
5-Dec-12,3.6,2.9,20,2.7
6-Dec-12,0,0.9,40.4,1.4
7-Dec-12,0,1.6,22.3,0.8
8-Dec-12,0,0.2,35.8,2.3
9-Dec-12,17,21.6,3.9,24.9
10-Dec-12,2.3,13,10.2,8.4
11-Dec-12,,2.1,13.5,6.7
12-Dec-12,0,2.7,6.6,0.7
13-Dec-12,17.4,0.4,15.5,1.5
14-Dec-12,5.4,1.9,2.5,2.2
15-Dec-12,44.6,2.2,23.1,0.3
16-Dec-12,,10.4,21.4,1.2
17-Dec-12,4.5,1.7,19.6,1.1
18-Dec-12,6.4,1.4,11,11.2
19-Dec-12,2,,7.3,1.8
20-Dec-12,0,1.3,1,0
21-Dec-12,6.5,6.2,6.1,13.6
22-Dec-12,1.2,0.4,9.8,1.6
23-Dec-12,1.2,1.4,9.6,0.6
24-Dec-12,4.6,2.9,45,3.2
25-Dec-12,12.8,0.7,35.8,4
26-Dec-12,18,10.7,7.7,29.3
27-Dec-12,2,3.8,18.4,0
28-Dec-12,1.6,12,29.7,8.6
29-Dec-12,3,1.9,18.5,4.3
30-Dec-12,12.6,0.2,2.3,1.7
31-Dec-12,9.5,4.4,5.6,0
1-Jan-13,1,2.1,1.3,4.6
2-Jan-13,2.4,0.6,4.7,6.2
3-Jan-13,0,1.8,4.9,1.2
4-Jan-13,8.5,4.7,13.4,14.4
5-Jan-13,5.6,3.8,0.1,4.4
6-Jan-13,5.3,0.3,0.2,0.2
7-Jan-13,2.1,0.1,10.4,2.6
8-Jan-13,0,2,4.3,4.2
9-Jan-13,0,,14.4,0.2
10-Jan-13,5.4,13.1,4.8,1.8
11-Jan-13,9.7,4.4,11.3,0.4
12-Jan-13,8.7,33.4,6.5,3.2
13-Jan-13,10.6,0.3,9.3,2.3
14-Jan-13,3.7,0.5,8.8,0.8
15-Jan-13,1,0.1,4.6,0.9
16-Jan-13,0.8,2.1,18.1,0.2
17-Jan-13,3.3,7.6,7.8,6
18-Jan-13,16.4,11.7,39.1,5.8
19-Jan-13,9.8,4.2,10.1,0.3
20-Jan-13,4,0.2,9.5,2.6
21-Jan-13,14.5,24.9,14.2,20.6
22-Jan-13,3.6,1.9,0,2
23-Jan-13,0,,0,0
24-Jan-13,9.4,0.2,0,0.8
25-Jan-13,0,1.8,0.6,0
26-Jan-13,1.1,0,7.4,6.8
27-Jan-13,0.2,0,1,0
28-Jan-13,4.6,1.5,1.1,0
29-Jan-13,10.4,0,7,2.8
30-Jan-13,2.5,0,5.2,3
31-Jan-13,14,3.5,1,6.5
1-Feb-13,2.5,18.3,0.5,14.5
2-Feb-13,0,1.3,4.4,8.4
3-Feb-13,4.5,12.3,22,8.2
4-Feb-13,9.2,0.6,13.4,0.8
5-Feb-13,2.5,0.7,10,0
6-Feb-13,22.6,9.9,30.7,7.8
7-Feb-13,9.1,10.1,11.6,16.5
8-Feb-13,21.6,23.1,2.2,3.4
9-Feb-13,4,3.7,34.6,10
10-Feb-13,3.9,0.3,25.5,8.2
11-Feb-13,7,5.4,25.7,6.1
12-Feb-13,4.2,,4.9,0.5
13-Feb-13,4.3,0.7,1.5,14.8
14-Feb-13,9.6,0.5,11.2,4.8
15-Feb-13,3.2,1.7,15.8,2.7
16-Feb-13,1.3,8.1,9.9,4
17-Feb-13,0,0.9,1.1,0.3
